"Age","Gender","Education.Level","Marital.Status","Income","Credit.Score","Loan.Amount","Loan.Purpose","Employment.Status","Years.at.Current.Job","Payment.History","Debt.to.Income.Ratio","Assets.Value","Number.of.Dependents","City","State","Country","Previous.Defaults","Marital.Status.Change","Risk.Rating"
65,"Non-binary","PhD","Married",46823,711,8248,"Auto","Self-employed",5,"Fair",0.16984345646036,29417,1,"West Angelamouth","CA","Sweden",1,2,"High"
29,"Male","Bachelor's","Single",114908,610,5640,"Auto","Employed",19,"Fair",0.487211792435621,47274,0,"West Cheryltown","AR","Panama",1,0,"High"
64,"Female","PhD","Divorced",100732,644,43013,"Personal","Employed",11,"Poor",0.513521509036255,24315,0,"Davidmouth","MN","Malaysia",0,0,"Low"
57,"Non-binary","Master's","Divorced",41383,630,31532,"Personal","Unemployed",4,"Fair",0.127949735126438,108043,1,"Lake Rebeccaberg","MH","British Indian Ocean Territory (Chagos Archipelago)",3,0,"Low"
51,"Non-binary","Bachelor's","Married",56368,754,27544,"Auto","Employed",8,"Poor",0.147553170117567,245620,2,"Wardshire","AR","Somalia",3,2,"Low"
53,"Female","PhD","Single",109438,674,28824,"Auto","Self-employed",11,"Poor",0.505789504371282,150721,4,"New Nicholas","KS","New Caledonia",2,1,"Low"
52,"Male","High School","Single",69773,720,5352,"Business","Unemployed",5,"Good",0.493259774626802,131111,3,"Adamsberg","DC","Montserrat",0,0,"Low"
57,"Male","Bachelor's","Widowed",43645,635,27544,"Business","Self-employed",17,"Poor",0.232899498600602,43432,2,"New Javierbury","VI","Guinea",3,1,"Low"
34,"Non-binary","PhD","Married",27425,699,20929,"Auto","Unemployed",11,"Good",0.140842142721694,84369,2,"Jensenfort","CO","Sweden",4,1,"Low"
29,"Non-binary","Bachelor's","Divorced",50736,727,11808,"Business","Unemployed",16,"Poor",0.578764323697425,145917,2,"Lewisville","KS","Cook Islands",1,1,"Medium"
62,"Non-binary","Bachelor's","Widowed",40239,684,27544,"Auto","Unemployed",2,"Poor",0.334212479169838,67125,4,"West Jacquelinefort","ME","Trinidad and Tobago",3,2,"Low"
50,"Non-binary","Master's","Widowed",119415,766,29459,"Business","Unemployed",13,"Fair",0.1043387048458,88725,4,"South Lisaview","LA","Hungary",0,0,"Low"
53,"Female","PhD","Widowed",73817,661,33506,"Personal","Self-employed",18,"Good",0.275420338567284,31268,2,"Perryland","AZ","Latvia",4,1,"Low"
32,"Female","Bachelor's","Widowed",75505,718,27544,"Auto","Self-employed",8,"Good",0.160044792373872,52597,3,"Wadeberg","NM","Indonesia",0,2,"Medium"
54,"Non-binary","PhD","Single",117013,734,18301,"Auto","Employed",10,"Fair",0.517451790258827,132071,4,"Reginaberg","MI","Mongolia",3,2,"High"
65,"Non-binary","PhD","Divorced",20557,674,27544,"Home","Employed",7,"Excellent",0.155597453346139,233355,2,"Port Davidhaven","WI","Sudan",0,0,"Medium"
48,"Male","PhD","Divorced",46862,652,45910,"Personal","Employed",11,"Fair",0.530326613032326,211980,3,"Petersontown","MA","Azerbaijan",0,0,"Low"
30,"Female","PhD","Single",69773,617,42891,"Personal","Employed",6,"Poor",0.387953867980991,109814,4,"West Tamaraland","MO","Guam",3,2,"High"
44,"Non-binary","PhD","Divorced",58197,795,34004,"Auto","Self-employed",19,"Good",0.262314525931359,159362,3,"West Jacqueline","FL","Bosnia and Herzegovina",1,0,"Low"
22,"Non-binary","PhD","Widowed",119961,644,27544,"Auto","Self-employed",8,"Good",0.429631276168306,159362,3,"North Richardland","NY","Switzerland",4,2,"Medium"
31,"Male","PhD","Widowed",73223,649,27544,"Home","Self-employed",9,"Excellent",0.266868917182371,253673,2,"East Sharon","AK","Palau",1,0,"Low"
64,"Male","Master's","Single",39650,691,21491,"Auto","Unemployed",13,"Fair",0.53434829326477,74792,1,"South Samantha","ND","Andorra",1,0,"High"
69,"Male","High School","Single",35764,699,30450,"Auto","Employed",1,"Fair",0.550964149562117,159404,4,"South Michaelton","MD","Cambodia",4,1,"Low"
47,"Female","Master's","Divorced",36088,699,18050,"Personal","Employed",0,"Good",0.451194948227911,159362,0,"Lake Kevin","MP","Puerto Rico",0,0,"High"
35,"Male","Bachelor's","Widowed",60078,699,47042,"Business","Self-employed",6,"Good",0.549023369658082,273130,2,"Walterton","WV","American Samoa",2,2,"Low"
28,"Male","High School","Widowed",79429,699,20031,"Home","Unemployed",15,"Good",0.561660001798921,69838,3,"Ronaldville","MP","Gabon",2,2,"Medium"
48,"Female","Bachelor's","Married",39930,700,29463,"Home","Employed",13,"Excellent",0.144901900787021,293823,0,"Priceshire","KY","Algeria",1,1,"Low"
60,"Female","PhD","Married",96280,660,33093,"Auto","Employed",1,"Fair",0.316572088890909,159362,1,"South Eric","MS","Costa Rica",4,1,"High"
63,"Female","Master's","Married",29449,705,27544,"Home","Unemployed",0,"Poor",0.575124786893324,257218,4,"Kennethburgh","CA","French Southern Territories",2,0,"Medium"
30,"Male","Bachelor's","Divorced",33394,668,11632,"Home","Unemployed",11,"Good",0.421123651248801,146156,3,"Jasonmouth","OH","Oman",1,2,"Low"
65,"Male","Bachelor's","Divorced",69773,681,37559,"Personal","Unemployed",1,"Poor",0.551939946209176,159362,4,"Lake Kevin","RI","Iran",2,0,"Low"
35,"Male","High School","Single",69773,699,41222,"Home","Employed",3,"Fair",0.567487013465921,107034,1,"Kennedyburgh","SD","Latvia",3,0,"Medium"
19,"Male","Master's","Widowed",65680,780,49391,"Auto","Self-employed",11,"Good",0.189488653232267,217226,4,"New David","GA","Oman",0,0,"Medium"
50,"Non-binary","PhD","Single",92322,636,27544,"Auto","Employed",10,"Fair",0.309465477246682,99221,3,"Brittanyberg","PW","Liberia",3,2,"Low"
53,"Male","Bachelor's","Single",70229,787,19299,"Business","Employed",8,"Excellent",0.427800301607628,108289,2,"South Candace","FM","Ukraine",2,2,"Low"
62,"Non-binary","High School","Divorced",97255,625,27544,"Business","Unemployed",9,"Fair",0.163972430618179,151075,0,"Navarrostad","HI","Ethiopia",0,1,"Low"
66,"Female","High School","Married",29201,767,27544,"Auto","Self-employed",8,"Good",0.401782424449617,39383,0,"Wiseburgh","CA","French Guiana",1,2,"Medium"
20,"Female","PhD","Married",108296,699,38487,"Home","Unemployed",18,"Good",0.36889560627891,184343,1,"Adkinsberg","HI","Bosnia and Herzegovina",1,1,"Medium"
62,"Female","Bachelor's","Widowed",33246,704,27544,"Business","Unemployed",7,"Poor",0.583162037549839,99919,4,"Lake Migueltown","KS","Kyrgyz Republic",0,0,"Low"
20,"Female","PhD","Married",46691,622,12848,"Home","Employed",5,"Excellent",0.161049814105645,167671,3,"Austinfurt","KS","Guinea",1,0,"Low"
45,"Male","Bachelor's","Single",92999,699,22807,"Business","Employed",12,"Good",0.254987800728797,285212,0,"Prattberg","WV","Holy See (Vatican City State)",3,2,"Low"
58,"Male","Bachelor's","Single",57202,718,25189,"Home","Employed",14,"Excellent",0.272008742682138,280458,3,"South Alexis","DE","Equatorial Guinea",1,1,"High"
36,"Male","Master's","Widowed",35380,624,26385,"Auto","Unemployed",5,"Good",0.165656051376881,89562,1,"Sullivantown","ND","American Samoa",4,1,"Low"
47,"Female","Master's","Divorced",30011,660,47440,"Home","Employed",11,"Good",0.178933333788372,159362,0,"Darleneside","OH","Comoros",3,2,"Medium"
59,"Non-binary","Bachelor's","Single",58767,610,27544,"Home","Employed",5,"Poor",0.209787017100404,159362,0,"Deborahville","GA","Namibia",2,1,"Medium"
36,"Male","Master's","Married",104825,709,45200,"Business","Self-employed",10,"Good",0.591063555040461,115581,2,"Lake Ryan","WI","Togo",3,0,"Medium"
62,"Non-binary","Master's","Widowed",113439,706,21151,"Personal","Unemployed",3,"Excellent",0.39645546763704,183617,4,"Hansontown","PA","Monaco",0,2,"High"
59,"Non-binary","PhD","Widowed",41983,760,20712,"Business","Self-employed",11,"Poor",0.136518919080386,287348,3,"Nancyland","WY","Yemen",0,0,"Medium"
48,"Non-binary","PhD","Married",75211,717,27544,"Auto","Employed",9,"Fair",0.38314010333311,159362,0,"Micheleborough","WV","Cote d'Ivoire",4,1,"Medium"
35,"Male","High School","Divorced",69773,684,12589,"Auto","Unemployed",14,"Poor",0.104422013462539,123901,4,"Smithhaven","AL","Iraq",1,0,"Low"
58,"Female","PhD","Divorced",102598,692,44194,"Home","Self-employed",14,"Fair",0.554208531533664,195574,0,"North Adrienne","ME","Norfolk Island",1,1,"Low"
67,"Female","Bachelor's","Widowed",111951,748,9291,"Home","Unemployed",0,"Poor",0.234598656508625,252588,4,"New Martinview","NH","Korea",1,2,"Low"
43,"Male","PhD","Married",94801,610,27544,"Personal","Employed",18,"Good",0.469866041110747,58921,0,"East Tina","NJ","Georgia",2,0,"Medium"
69,"Non-binary","High School","Married",108992,675,45003,"Business","Self-employed",3,"Excellent",0.479067465790422,159362,3,"Dunnfort","LA","Guatemala",0,2,"High"
36,"Non-binary","PhD","Divorced",50804,750,32209,"Personal","Unemployed",6,"Good",0.120995715957274,173388,2,"Wallaceland","VA","Argentina",2,0,"Low"
18,"Female","PhD","Single",22257,699,17810,"Personal","Employed",13,"Excellent",0.527991422405391,159362,2,"Port Victorville","NC","Northern Mariana Islands",2,0,"Medium"
49,"Female","Bachelor's","Widowed",69678,628,39128,"Personal","Employed",6,"Excellent",0.257230469810949,20845,4,"New Jamieshire","VA","Papua New Guinea",2,1,"Medium"
41,"Male","Master's","Divorced",100225,699,16448,"Auto","Self-employed",18,"Excellent",0.16677100393546,31188,3,"North Kevinfurt","WY","Micronesia",0,2,"Medium"
34,"Non-binary","Master's","Married",69773,699,8387,"Auto","Unemployed",5,"Poor",0.476043548089065,159362,2,"Danielleberg","NC","Reunion",2,1,"High"
50,"Female","High School","Married",76630,699,37987,"Personal","Unemployed",13,"Excellent",0.340081395454998,208475,2,"Bradshire","IN","Zimbabwe",2,2,"Low"
59,"Non-binary","Bachelor's","Divorced",57377,732,27544,"Personal","Self-employed",10,"Poor",0.187489254477097,247568,2,"Lindsayfort","MA","France",1,0,"Low"
61,"Female","High School","Widowed",29144,699,45584,"Auto","Unemployed",12,"Poor",0.39238562224839,115059,4,"South Janet","NE","Sao Tome and Principe",2,1,"Medium"
60,"Female","Master's","Divorced",53738,606,30180,"Business","Unemployed",5,"Excellent",0.309857272132315,260689,0,"West Colinside","NJ","Reunion",2,0,"High"
29,"Male","PhD","Married",85623,699,8423,"Home","Self-employed",5,"Good",0.389649068559445,272097,1,"North Kimberly","SD","Christmas Island",0,1,"Low"
60,"Male","Bachelor's","Divorced",52402,693,32450,"Personal","Self-employed",5,"Good",0.456792235755705,105090,2,"New Jonathanchester","NJ","Tajikistan",0,1,"High"
22,"Male","High School","Single",31255,632,27090,"Business","Unemployed",19,"Poor",0.230989761453677,246600,0,"Millertown","SC","Antarctica (the territory South of 60 deg S)",1,0,"Low"
48,"Non-binary","Master's","Widowed",20637,714,28419,"Business","Unemployed",11,"Poor",0.477166867477744,53007,0,"New Jillian","AR","Macao",4,2,"Medium"
24,"Male","High School","Married",69773,616,46877,"Personal","Employed",1,"Poor",0.409100410587789,159362,2,"New Cynthia","OR","Djibouti",1,0,"Low"
55,"Non-binary","PhD","Single",64858,616,25311,"Home","Self-employed",15,"Poor",0.368359099193852,133275,4,"Boydmouth","MA","Uganda",2,2,"Low"
44,"Male","Master's","Single",109422,763,27544,"Personal","Self-employed",6,"Good",0.260627708002074,45112,4,"Manuelhaven","SD","Norfolk Island",2,1,"Medium"
28,"Non-binary","Master's","Married",74869,635,49683,"Home","Unemployed",12,"Poor",0.482880221904292,143723,2,"Port Kim","UT","Philippines",2,2,"High"
22,"Male","Bachelor's","Divorced",84143,711,40091,"Auto","Self-employed",6,"Poor",0.512494275779658,208670,4,"Kelleyport","NC","Turkey",2,0,"Medium"
29,"Non-binary","PhD","Widowed",69773,641,12612,"Auto","Unemployed",19,"Excellent",0.298411399193725,154815,2,"East Paulfurt","NJ","Reunion",1,1,"Low"
64,"Female","High School","Widowed",98845,796,36647,"Auto","Unemployed",11,"Fair",0.20754397704903,96916,3,"East Emily","IL","French Guiana",1,0,"Medium"
62,"Female","High School","Widowed",69773,699,19905,"Personal","Employed",12,"Fair",0.39444992038301,246176,4,"North Edwardburgh","KS","French Guiana",2,0,"Low"
42,"Female","Bachelor's","Single",55065,738,27544,"Business","Self-employed",18,"Good",0.263149678087899,84002,2,"Christopherport","IA","Marshall Islands",3,1,"Medium"
27,"Non-binary","Bachelor's","Widowed",69773,699,17340,"Auto","Employed",14,"Excellent",0.363089671626675,242605,1,"Bradshawland","MN","Bermuda",1,0,"Low"
54,"Non-binary","PhD","Married",65414,727,14464,"Business","Self-employed",0,"Fair",0.225732190273113,238387,3,"South Jackchester","FM","Congo",4,1,"Low"
64,"Non-binary","High School","Married",84367,742,25273,"Personal","Unemployed",5,"Excellent",0.256511474421201,214443,0,"West Robert","GA","Ghana",3,1,"Low"
69,"Non-binary","PhD","Single",118171,699,14941,"Home","Unemployed",15,"Excellent",0.135645628280448,153752,2,"Monicashire","IL","Paraguay",1,1,"Low"
50,"Female","High School","Married",31842,601,27544,"Personal","Unemployed",13,"Good",0.26061703470825,124952,2,"Garymouth","MD","Liechtenstein",3,0,"High"
44,"Female","PhD","Divorced",100051,797,12904,"Auto","Self-employed",9,"Poor",0.252571201791816,42789,1,"Christopherbury","FM","Seychelles",3,2,"Low"
69,"Non-binary","High School","Single",46578,653,38953,"Business","Unemployed",14,"Excellent",0.380223407696599,224391,2,"West John","ID","Thailand",0,0,"Low"
68,"Female","Bachelor's","Divorced",22994,685,27544,"Business","Employed",10,"Excellent",0.519372752531754,138295,0,"Rodriguezview","MS","Nauru",1,1,"Low"
58,"Male","PhD","Divorced",68122,699,27730,"Auto","Self-employed",16,"Fair",0.441140756720881,239183,1,"Jessicaside","ME","Wallis and Futuna",2,0,"Low"
41,"Female","Bachelor's","Divorced",67147,725,36619,"Personal","Self-employed",5,"Good",0.338750603632966,176248,2,"Finleymouth","OK","Latvia",2,2,"Low"
41,"Non-binary","High School","Widowed",45706,625,27544,"Home","Employed",6,"Fair",0.240625377553879,288497,4,"Kerrichester","ND","Guatemala",0,0,"Medium"
34,"Male","PhD","Married",25962,699,9538,"Business","Self-employed",13,"Poor",0.128955061437902,147525,1,"New Jeanne","TN","Russian Federation",3,2,"Low"
33,"Non-binary","High School","Single",99903,699,27544,"Personal","Self-employed",5,"Good",0.445337010656146,146407,4,"Michaelbury","MO","Marshall Islands",2,0,"Medium"
66,"Non-binary","PhD","Single",24570,702,19271,"Personal","Self-employed",8,"Poor",0.543569097835331,188503,1,"South Deanville","GU","Jersey",2,0,"Medium"
24,"Female","Master's","Divorced",69631,728,13670,"Home","Employed",11,"Poor",0.100510749525272,159362,1,"West Steven","IA","Sudan",0,1,"Low"
38,"Non-binary","Master's","Divorced",20511,640,26535,"Personal","Unemployed",4,"Fair",0.292157339249837,188273,3,"Amyborough","AS","Uzbekistan",3,2,"Low"
47,"Female","Master's","Married",69773,773,20765,"Business","Self-employed",4,"Fair",0.475272201652819,263379,2,"Lake Mark","PA","United States Virgin Islands",1,2,"Low"
51,"Non-binary","High School","Widowed",106089,727,27544,"Personal","Unemployed",18,"Excellent",0.594408440603783,244952,2,"North Rachelville","NE","French Guiana",2,1,"Low"
63,"Non-binary","PhD","Married",69773,629,35169,"Personal","Self-employed",5,"Poor",0.17298854784031,191837,0,"West Samuel","HI","Greece",3,0,"Low"
41,"Non-binary","Bachelor's","Single",117930,710,37918,"Personal","Self-employed",12,"Good",0.531515752832919,109943,0,"New Beth","GU","Russian Federation",1,2,"Low"
19,"Female","High School","Divorced",69773,699,45377,"Personal","Self-employed",19,"Poor",0.599016137609795,165028,2,"North Jessicabury","CA","Guinea",4,2,"Low"
45,"Male","PhD","Widowed",108576,681,39650,"Home","Employed",12,"Excellent",0.269271759156842,297080,1,"Nancyland","AK","Nicaragua",4,2,"High"
50,"Female","Bachelor's","Widowed",69773,791,48418,"Business","Self-employed",9,"Good",0.479852686421899,26373,4,"Port Kellyville","IA","Madagascar",4,1,"Medium"
34,"Non-binary","Master's","Widowed",116185,674,49631,"Auto","Self-employed",14,"Fair",0.448144277405451,39210,3,"Cabrerafurt","VA","Canada",2,2,"Medium"
45,"Male","PhD","Widowed",105054,604,25599,"Business","Unemployed",8,"Poor",0.342770999027054,159362,0,"Port Tammy","UT","Zambia",2,2,"Medium"
46,"Male","High School","Single",80051,602,14785,"Home","Unemployed",15,"Excellent",0.472968525077242,105473,3,"North Carlville","VA","Cyprus",2,1,"Medium"
44,"Non-binary","PhD","Divorced",36099,731,27544,"Personal","Unemployed",18,"Good",0.563648237824788,253130,1,"Clarkshire","MH","Antigua and Barbuda",2,2,"Medium"
33,"Non-binary","Master's","Widowed",47332,698,26987,"Auto","Self-employed",6,"Poor",0.513241774017005,287648,2,"East Bradleyfort","MT","Portugal",4,1,"Low"
34,"Non-binary","Master's","Married",32289,787,27902,"Home","Self-employed",12,"Good",0.312439106966288,217519,2,"New Brandonmouth","NC","Slovenia",2,0,"Medium"
54,"Female","PhD","Widowed",64619,748,45256,"Personal","Self-employed",15,"Good",0.451954855617335,90998,0,"West John","IN","Congo",4,0,"Medium"
58,"Non-binary","PhD","Single",43401,716,10730,"Home","Self-employed",9,"Fair",0.436009571629275,101035,3,"New James","NC","Senegal",3,2,"Low"
43,"Female","PhD","Single",37127,707,10143,"Auto","Self-employed",17,"Good",0.198385610231309,181885,2,"Duranfurt","CO","Lebanon",4,0,"Medium"
31,"Non-binary","Master's","Married",116629,655,27544,"Business","Unemployed",4,"Excellent",0.479835694063642,159362,0,"New Brittany","UT","South Africa",1,2,"Low"
27,"Non-binary","Bachelor's","Single",112800,602,16315,"Auto","Self-employed",18,"Excellent",0.428860282378547,144939,4,"Hamiltonburgh","IL","Pakistan",0,1,"Low"
54,"Non-binary","Master's","Divorced",51876,699,13524,"Auto","Self-employed",5,"Fair",0.16665393874603,58961,2,"New Joyce","TN","Tonga",0,0,"Low"
22,"Female","High School","Widowed",101165,750,49209,"Auto","Employed",1,"Good",0.244358861483613,218452,4,"Baldwinbury","NY","Gibraltar",4,0,"Low"
61,"Female","Master's","Widowed",65217,717,36583,"Personal","Employed",9,"Poor",0.388684330063972,35353,1,"South Miguelhaven","PR","Netherlands Antilles",3,0,"Low"
23,"Female","PhD","Divorced",55892,613,25251,"Auto","Unemployed",0,"Poor",0.210674734812959,242805,2,"Johnsonview","LA","Timor-Leste",1,2,"Low"
26,"Non-binary","Bachelor's","Married",101803,699,6104,"Home","Unemployed",16,"Excellent",0.43037269781811,159362,4,"Ramirezside","DE","Congo",1,0,"Medium"
41,"Non-binary","Bachelor's","Single",95188,742,45985,"Home","Self-employed",8,"Good",0.124808650626541,68321,2,"Port David","DE","Kiribati",3,1,"Low"
38,"Female","PhD","Single",52145,764,40934,"Business","Self-employed",16,"Excellent",0.263213326639274,281354,2,"Port Nicholasview","MI","Burundi",3,2,"Low"
43,"Male","Master's","Single",70411,646,40903,"Personal","Self-employed",16,"Poor",0.537183342670911,285617,3,"Lake Sara","NC","Hungary",2,2,"Medium"
35,"Female","Bachelor's","Divorced",65335,667,48902,"Business","Unemployed",2,"Good",0.182378321271714,96690,1,"Lake Stacey","MT","New Caledonia",4,0,"Medium"
48,"Female","High School","Divorced",56527,795,45248,"Personal","Employed",1,"Fair",0.280549591054459,230419,2,"South William","AK","Afghanistan",4,1,"Low"
48,"Female","PhD","Single",43333,649,7396,"Business","Unemployed",8,"Poor",0.272697587234667,218463,0,"South Michellehaven","AR","Israel",4,1,"Medium"
69,"Female","High School","Divorced",36708,746,27544,"Business","Self-employed",6,"Good",0.56995625052655,54485,4,"Port Jennifer","NE","Kiribati",4,2,"Low"
18,"Non-binary","PhD","Divorced",71265,753,11246,"Home","Self-employed",5,"Poor",0.565590154952212,275641,2,"East Antonioview","MS","Armenia",2,1,"High"
32,"Non-binary","High School","Married",86635,731,25328,"Personal","Employed",6,"Good",0.468654600773765,199952,0,"Port Jennifer","IN","United States of America",4,0,"Low"
25,"Male","Master's","Single",36719,668,27544,"Business","Self-employed",15,"Poor",0.407910267778829,160290,2,"Sherylmouth","GA","Barbados",0,2,"Medium"
41,"Female","Master's","Married",72682,763,34780,"Auto","Employed",15,"Good",0.133347876310984,237032,1,"New Amy","MO","Slovenia",4,0,"Medium"
54,"Male","High School","Widowed",80332,660,48694,"Personal","Self-employed",18,"Poor",0.138838275361746,159362,2,"Angelaport","WI","Sao Tome and Principe",0,0,"High"
59,"Male","Master's","Single",100252,775,27544,"Personal","Employed",16,"Good",0.560722870640158,86451,2,"East Josephville","AR","Eritrea",1,2,"Medium"
38,"Male","PhD","Divorced",69773,675,27544,"Business","Self-employed",11,"Good",0.167869734265643,224599,0,"West Reginald","OR","Somalia",3,2,"Low"
57,"Female","PhD","Married",95973,731,18520,"Business","Self-employed",19,"Fair",0.350990988777155,159362,1,"Lake Denise","MH","Comoros",1,0,"Low"
54,"Female","PhD","Widowed",92883,769,49146,"Personal","Self-employed",9,"Excellent",0.485055391050938,222412,0,"Jonesstad","OK","Congo",3,2,"Medium"
64,"Non-binary","PhD","Married",66295,615,27544,"Auto","Unemployed",7,"Good",0.326838150313827,146076,3,"South Jonathonstad","FL","Belize",2,0,"Medium"
58,"Non-binary","PhD","Married",69773,799,17379,"Personal","Employed",9,"Good",0.358340525779109,29307,2,"Martinstad","CT","Sri Lanka",3,2,"Low"
34,"Male","PhD","Single",46093,747,20594,"Auto","Employed",19,"Good",0.393594670620494,199417,0,"Jamesport","DC","Bermuda",0,1,"Low"
67,"Female","High School","Widowed",37970,670,17115,"Personal","Unemployed",6,"Fair",0.599969848022859,220581,2,"Port Charlesfurt","RI","Turkmenistan",4,2,"Low"
65,"Male","Master's","Single",49739,614,10848,"Home","Employed",16,"Good",0.13565869411562,159362,0,"Burtonfort","MO","Martinique",0,2,"Medium"
26,"Non-binary","High School","Widowed",55435,773,16087,"Personal","Self-employed",8,"Poor",0.351219104963935,178904,0,"Gomezfort","VA","Mozambique",2,2,"Medium"
34,"Female","Bachelor's","Single",116558,730,34877,"Personal","Unemployed",13,"Excellent",0.371463877703814,117227,2,"Joneshaven","PR","Haiti",2,1,"Medium"
36,"Male","Master's","Married",89076,693,14435,"Auto","Unemployed",8,"Excellent",0.224846624517619,266059,2,"Port Jesseborough","DC","Guadeloupe",0,0,"Low"
67,"Non-binary","High School","Divorced",53411,751,30313,"Auto","Self-employed",19,"Excellent",0.272579206260211,96690,2,"Stephenton","MO","Svalbard & Jan Mayen Islands",1,0,"Low"
46,"Male","Bachelor's","Single",24601,616,16586,"Auto","Self-employed",1,"Fair",0.365535714914442,134977,4,"Harrisfort","NY","Congo",0,0,"Low"
66,"Male","PhD","Single",62844,706,27544,"Business","Self-employed",15,"Good",0.580059186443246,29491,2,"East Lorichester","WY","Portugal",2,2,"Low"
53,"Non-binary","Bachelor's","Widowed",101618,637,48930,"Personal","Unemployed",17,"Poor",0.47530555629869,127918,4,"New David","ND","Montserrat",4,2,"Medium"
49,"Male","High School","Divorced",66659,684,33195,"Home","Self-employed",7,"Excellent",0.434559707443083,82706,2,"New Ronnie","SC","Mayotte",3,2,"Low"
68,"Non-binary","PhD","Single",55133,671,43671,"Home","Self-employed",17,"Excellent",0.482339928162537,170378,3,"East Kristenshire","DC","Botswana",4,2,"Low"
62,"Male","PhD","Divorced",116985,783,39615,"Personal","Self-employed",7,"Good",0.447826107870702,135117,2,"South Richard","HI","Guinea-Bissau",4,2,"Low"
36,"Male","PhD","Widowed",70388,763,27544,"Business","Unemployed",3,"Fair",0.139614471082619,159362,4,"Poolechester","AR","American Samoa",1,0,"Low"
42,"Female","High School","Single",91548,699,35654,"Auto","Self-employed",7,"Good",0.144952254977559,244534,2,"Loganmouth","AL","Iceland",2,1,"Low"
47,"Female","PhD","Widowed",52353,741,19291,"Personal","Self-employed",18,"Poor",0.544315447843493,257868,2,"North Paigeview","AK","Netherlands",1,1,"High"
38,"Female","Bachelor's","Married",65101,699,16106,"Home","Employed",8,"Good",0.550514223842582,167952,0,"New Beth","HI","Venezuela",4,2,"Medium"
60,"Female","High School","Widowed",32877,661,7631,"Auto","Employed",5,"Poor",0.240638773923434,253483,1,"East Markport","AL","Iran",2,2,"Low"
31,"Female","High School","Widowed",23543,789,47251,"Personal","Self-employed",0,"Good",0.369737825834878,235242,2,"Danielbury","WA","Tonga",0,1,"Low"
60,"Female","PhD","Single",57948,699,44338,"Personal","Employed",4,"Excellent",0.126348875298712,211204,4,"Rachelmouth","TX","Equatorial Guinea",3,1,"Medium"
23,"Male","PhD","Divorced",67042,656,18184,"Business","Employed",8,"Poor",0.118630046548893,167469,2,"East Karen","NJ","Algeria",2,1,"Medium"
60,"Male","High School","Divorced",73570,629,27975,"Auto","Unemployed",17,"Poor",0.533477206907443,159362,0,"East Melissa","AK","Christmas Island",0,2,"Medium"
46,"Non-binary","PhD","Widowed",62568,777,31352,"Business","Self-employed",5,"Fair",0.266857034394687,103370,0,"East Angela","ID","Germany",3,2,"Medium"
25,"Female","High School","Single",40782,702,10156,"Auto","Employed",8,"Good",0.520266234869313,159362,2,"Lake Deborahfurt","SD","Liechtenstein",3,2,"Low"
40,"Male","PhD","Widowed",116150,767,48389,"Auto","Employed",17,"Fair",0.486249215282007,207969,4,"West Justinborough","PR","Western Sahara",0,1,"Low"
28,"Non-binary","High School","Widowed",97751,762,27544,"Business","Employed",17,"Good",0.256103054147272,256158,2,"Lake Markview","NM","France",0,1,"Low"
48,"Male","PhD","Divorced",54247,617,27544,"Business","Employed",19,"Fair",0.195802832178941,207396,0,"South Traci","GA","Sao Tome and Principe",2,0,"Low"
68,"Male","Master's","Widowed",90459,619,17161,"Personal","Unemployed",2,"Good",0.394427477848498,294985,2,"Moraside","NC","Samoa",3,2,"Low"
48,"Non-binary","High School","Widowed",94781,609,16441,"Auto","Unemployed",3,"Good",0.320434813930346,216212,2,"Lake Carolyn","OR","Madagascar",2,1,"Low"
63,"Female","Bachelor's","Divorced",94134,765,48042,"Personal","Employed",4,"Fair",0.269817911707601,159362,4,"New James","MS","Nicaragua",1,2,"Low"
68,"Female","Master's","Single",73072,699,35169,"Home","Unemployed",9,"Good",0.40976902088231,228156,4,"Martinfurt","AL","Trinidad and Tobago",0,2,"Low"
57,"Non-binary","PhD","Divorced",80432,749,14332,"Auto","Unemployed",10,"Excellent",0.425100597685738,164194,4,"New Michael","PW","Croatia",2,0,"Medium"
62,"Non-binary","Bachelor's","Divorced",78024,600,27544,"Personal","Employed",6,"Poor",0.285395659715509,26398,1,"Heatherbury","NM","Lesotho",2,1,"Medium"
35,"Female","PhD","Divorced",69773,666,40804,"Home","Self-employed",4,"Poor",0.226149636302165,109182,3,"Derrickbury","KS","Colombia",2,1,"Low"
46,"Non-binary","Bachelor's","Married",109301,738,15954,"Business","Self-employed",2,"Fair",0.298417525819883,96549,3,"New Julie","NE","Wallis and Futuna",1,0,"Low"
50,"Non-binary","Bachelor's","Single",22484,798,32473,"Auto","Employed",2,"Poor",0.150948602437833,23188,4,"South Gabriellatown","ID","Argentina",2,0,"Medium"
66,"Female","High School","Widowed",71954,639,47415,"Business","Unemployed",13,"Fair",0.264473168985234,201599,1,"Clarkview","SC","Moldova",2,0,"Low"
34,"Non-binary","Bachelor's","Married",69773,699,25071,"Business","Unemployed",11,"Excellent",0.114770799008492,283932,4,"Lake Hollyfort","OR","Bouvet Island (Bouvetoya)",4,2,"Low"
34,"Female","High School","Divorced",95409,604,7613,"Auto","Employed",19,"Good",0.514728519677948,122815,4,"West Thomas","ND","Gabon",2,2,"Medium"
50,"Male","PhD","Married",99908,652,35395,"Personal","Employed",18,"Poor",0.599445981599175,111087,1,"West Carlside","AK","Serbia",1,2,"High"
